Ticker,Number of Events,Events / Year,Positive Events,Negative Events,Positive %,Negative %,Average Interval,Median Interval,Minimum Interval,Maximum Interval,Average Threshold
HON,2646,68.89770613763174,1396,1250,52.758881330309904,47.241118669690096,3.6491493383742912,3.0,1.0,24.0,0.022206522170129354
HONA,4,72.0,1,3,25.0,75.0,4.666666666666667,6.0,2.0,6.0,0.12765607677506766
HOOD,465,65.31772575250837,245,220,52.68817204301075,47.31182795698925,3.855603448275862,3.0,1.0,22.0,0.06015815800598084
HPE,1033,66.54294478527608,554,479,53.63020329138431,46.36979670861569,3.7800387596899223,3.0,1.0,23.0,0.029020026236400057
HPQ,2568,66.85289256198347,1340,1228,52.18068535825545,47.81931464174455,3.760810284378652,3.0,1.0,22.0,0.029415879363834354
HRL,2516,65.51270923744575,1333,1183,52.98092209856916,47.01907790143085,3.8377733598409542,3.0,1.0,24.0,0.018097562810952022
HSIC,2595,67.55578512396694,1389,1206,53.52601156069364,46.47398843930636,3.7216653816499616,3.0,1.0,20.0,0.02260341886635034
HST,2675,69.6456245479905,1399,1276,52.29906542056075,47.700934579439256,3.6099476439790577,3.0,1.0,20.0,0.028070691059109986
HSY,2571,66.9379068085546,1363,1208,53.014391287436794,46.985608712563206,3.7560311284046692,3.0,1.0,26.0,0.017607469344322314
HUBB,2667,69.43733856803388,1407,1260,52.75590551181102,47.24409448818898,3.6207801950487624,3.0,1.0,23.0,0.022875486246418466
HUM,2494,64.9801488833747,1376,1118,55.172413793103445,44.827586206896555,3.8692338547934217,3.0,1.0,21.0,0.0307680760032734
HWM,922,65.83848115613488,527,395,57.1583514099783,42.84164859002169,3.821932681867535,3.0,1.0,21.0,0.031040654129432223
IBKR,1924,69.264,1034,890,53.74220374220374,46.25779625779626,3.6302652106084246,3.0,1.0,22.0,0.02673440522743226
IBM,2563,66.73651580905145,1356,1207,52.90674990245806,47.09325009754195,3.767369242779079,3.0,1.0,23.0,0.02051189264753983
ICE,2051,68.6846511627907,1102,949,53.72988785958069,46.27011214041931,3.6609756097560977,3.0,1.0,24.0,0.025909419562086155
IDXX,2573,66.98997830354377,1414,1159,54.955305091333074,45.044694908666926,3.7531104199066876,3.0,1.0,25.0,0.025473640031342063
IEX,2634,68.60651162790698,1413,1221,53.64464692482915,46.35535307517084,3.664641093809343,3.0,1.0,23.0,0.021849864007393735
IFF,2493,64.90041322314049,1305,1188,52.34657039711191,47.65342960288809,3.873996789727127,3.0,1.0,23.0,0.021601724707546417
INCY,2591,67.45862175844611,1308,1283,50.4824392126592,49.5175607873408,3.727027027027027,3.0,1.0,24.0,0.04581750518619428
INTC,2673,69.59355305300134,1401,1272,52.41301907968574,47.586980920314254,3.6126497005988023,3.0,1.0,20.0,0.029660661389820025
INTU,2605,67.86519177090871,1412,1193,54.203454894433776,45.79654510556622,3.7046850998463903,3.0,1.0,19.0,0.02807063328563298
INVH,980,71.85336048879836,503,477,51.3265306122449,48.673469387755105,3.501532175689479,3.0,1.0,20.0,0.019081487320655392
IP,2677,69.69769604297964,1343,1334,50.168098617855804,49.83190138214419,3.6072496263079223,3.0,1.0,22.0,0.026904582446866127
IQV,1274,66.92682926829268,670,604,52.590266875981165,47.409733124018835,3.758051846032993,3.0,1.0,21.0,0.02345500322668698
IR,912,68.80958083832336,479,433,52.52192982456141,47.478070175438596,3.6564215148188803,3.0,1.0,19.0,0.027981016481472408
IRM,2547,66.30619834710744,1351,1196,53.0427954456223,46.957204554377704,3.7918303220738414,3.0,1.0,25.0,0.02440097992867072
ISRG,2414,63.94029850746269,1304,1110,54.01822700911351,45.98177299088649,3.932034811438044,3.0,1.0,22.0,0.03500618780480287
IT,2546,66.31441860465117,1374,1172,53.967007069913585,46.03299293008641,3.7913555992141452,3.0,1.0,24.0,0.028474475898475234
ITW,2664,69.35923132555017,1411,1253,52.96546546546546,47.03453453453454,3.62485918137439,3.0,1.0,19.0,0.020028099389114495
IVZ,2706,70.44545454545454,1383,1323,51.108647450110865,48.891352549889135,3.5689463955637706,3.0,1.0,22.0,0.03315546683440206
J,2598,67.63388429752067,1407,1191,54.15704387990762,45.842956120092374,3.717366191759723,3.0,1.0,22.0,0.026840695300714583
JBHT,2643,68.82670249044125,1387,1256,52.47824441922059,47.52175558077942,3.652914458743376,3.0,1.0,26.0,0.02705107655869333
JBL,2545,66.26782393056416,1340,1205,52.652259332023576,47.347740667976424,3.7940251572327046,3.0,1.0,19.0,0.03759737950117361
JCI,2540,66.20604054613156,1369,1171,53.897637795275585,46.102362204724415,3.797558093737692,3.0,1.0,34.0,0.026960081155694014
JKHY,2643,68.84093023255814,1437,1206,54.37003405221339,45.6299659477866,3.6521574564723696,3.0,1.0,23.0,0.02242757546578257
JNJ,2603,67.77105072838103,1408,1195,54.09143296196696,45.90856703803304,3.709838585703305,3.0,1.0,20.0,0.014683442664731918
JPM,2634,68.58524488530688,1400,1234,53.15110098709187,46.84889901290813,3.6657804785415875,3.0,1.0,21.0,0.025662645579678643
KDP,1652,62.78148092293771,889,763,53.813559322033896,46.186440677966104,4.0054512416717145,3.0,1.0,85.0,0.020221419152174656
KEY,2601,67.72597644141351,1339,1262,51.4801999231065,48.5198000768935,3.712307692307692,3.0,1.0,20.0,0.030256067256919286
KEYS,1161,68.40589198036005,653,508,56.24461670973299,43.75538329026701,3.6767241379310347,3.0,1.0,20.0,0.024180155841181765
KHC,1063,66.68558625840178,500,563,47.03668861712135,52.96331138287864,3.7721280602636535,3.0,1.0,20.0,0.020414723739172556
