Ticker,Number of Events,Positive Labels,Negative Labels,Neutral Labels,PT hits,SL hits,Vertical hits,Positive %,Negative %,Neutral %,Average Holding Days,Median Holding Days,Average Return,Median Return,Average Volatility,Average Barrier Width
TECH,2627,1183,1179,265,1183,1179,265,45.03235629996193,44.8800913589646,10.087552341073467,3.576703464027408,3.0,-0.0002798349495246198,0.0009769998944028926,0.027156953146202742,1.8079309649072253
TEL,1920,889,808,223,889,808,223,46.302083333333336,42.083333333333336,11.614583333333334,3.7489583333333334,3.0,0.0007830526006309408,0.008467419051323343,0.024239834268196026,3.742995758045382
TER,2673,1156,1213,304,1156,1213,304,43.24728769173213,45.37972315750093,11.372989150766928,3.6973438084549195,3.0,-0.0017501427275498482,-0.004031487558626537,0.039435496196067996,4.089230772736947
TFC,2677,1190,1173,314,1190,1173,314,44.452745610758306,43.81770638774748,11.72954800149421,3.6555846096376543,3.0,-0.0004804477083862886,0.0021458703213948437,0.02436359192272038,1.7619087884053046
TGT,2560,1162,1093,305,1162,1093,305,45.390625,42.6953125,11.9140625,3.813671875,4.0,0.00027299631929958375,0.003902034864390046,0.025739030657980326,3.948728440841679
TJX,2683,1251,1149,283,1251,1149,283,46.62691017517704,42.82519567648155,10.54789414834141,3.6038017144986956,3.0,0.0007554698523481845,0.005662433239487741,0.022360915506538483,1.3984178806274874
TKO,2481,1113,1037,331,1113,1037,331,44.86094316807739,41.79766223297058,13.341394598952036,3.712212817412334,3.0,0.0003466969354481231,0.0035429585598377436,0.030978791534564877,2.307818306051915
TMO,2649,1185,1151,313,1185,1151,313,44.73386183465459,43.45035862589656,11.815779539448847,3.6772366930917326,3.0,6.846228800403708e-05,0.0022915389648819596,0.022733299531662504,8.208299173358949
TMUS,1806,825,740,241,825,740,241,45.68106312292359,40.97452934662237,13.344407530454042,3.8449612403100777,4.0,0.0005180739988736614,0.007630118302885801,0.03002748575532182,3.8510329427415204
TPL,2585,1174,1076,335,1174,1076,335,45.41586073500967,41.6247582205029,12.959381044487428,3.622823984526112,3.0,0.0005404953690037676,0.005137997314799852,0.030632360085564154,5.039124054482767
TPR,2482,1070,1061,351,1070,1061,351,43.11039484286866,42.747784045124895,14.141821112006447,3.8420628525382754,4.0,0.00039388877161667524,0.003079614206490059,0.034860624100004366,2.395170602476878
TRGP,1583,741,657,185,741,657,185,46.80985470625395,41.50347441566646,11.686670878079596,3.589387239418825,3.0,0.0005088627217951751,0.009892432848094372,0.032489917372092385,4.164886544930552
TRMB,2541,1068,1098,375,1068,1098,375,42.03069657615112,43.21133412042503,14.757969303423849,3.9696969696969697,4.0,-0.0012227613633941548,-0.0014357285654643256,0.03438308986765685,1.6617203767796251
TROW,2638,1204,1126,308,1204,1126,308,45.640636846095525,42.68385140257771,11.675511751326763,3.6872630780894617,3.0,3.9427387754491825e-05,0.004494754849219936,0.026500320791809626,3.48139089637327
TRV,2572,1194,1057,321,1194,1057,321,46.42301710730949,41.096423017107305,12.480559875583204,3.7216174183514776,3.0,0.0007825778606428118,0.006114940756337634,0.020301849431076862,3.67820916344895
TSCO,2599,1178,1117,304,1178,1117,304,45.32512504809542,42.97806848787996,11.696806464024625,3.767987687572143,4.0,0.00044675514165077565,0.003532665484627406,0.02890367611073117,0.7699996322189812
TSLA,1603,711,675,217,711,675,217,44.35433562071117,42.10854647535871,13.537117903930133,3.9145352464129757,4.0,0.00016871968660220837,0.005025182646970166,0.04675365961664079,10.891287003952456
TSN,2561,1126,1074,361,1126,1074,361,43.96720031237798,41.936743459586104,14.096056228035925,3.8668488871534556,4.0,0.00022144751069892021,0.002906610760930356,0.026232407570016488,1.7541578294630078
TT,2654,1256,1099,299,1256,1099,299,47.32479276563677,41.40919366993218,11.266013564431047,3.7064807837226827,3.0,0.0013243412063597456,0.010294799435776332,0.025815612591895274,3.792446847793379
TTD,881,368,349,164,368,349,164,41.77071509648127,39.61407491486947,18.615209988649262,4.190692395005676,4.0,-5.719159449468794e-05,0.004485090008782252,0.05341197932286192,4.880645040037043
TTWO,2558,1162,1083,313,1162,1083,313,45.426114151681,42.33776387802971,12.23612197028929,3.7865519937451135,3.0,0.0008995460138301546,0.007707105815542238,0.036536976017998254,3.677877198779576
TXN,2726,1237,1208,281,1237,1208,281,45.37784299339692,44.314013206162876,10.308143800440206,3.6837857666911225,3.0,-0.0007126928695117945,0.0024904698483261605,0.02878377546706223,4.03606923313376
TXT,2571,1143,1070,358,1143,1070,358,44.457409568261376,41.61804745235317,13.924542979385453,3.8708673667833526,4.0,0.0006704313448930842,0.004013667102923697,0.02905011597736267,2.1746037460936436
TYL,2544,1154,1088,302,1154,1088,302,45.361635220125784,42.76729559748428,11.871069182389938,3.667452830188679,3.0,0.0002792124013821558,0.005915620520557522,0.030101107311469793,7.283449126019911
UAL,2024,912,866,246,912,866,246,45.059288537549406,42.78656126482213,12.154150197628459,3.808794466403162,4.0,-0.0002840392867467877,0.006642609488189902,0.04596350260470274,3.51427314464912
UBER,697,300,300,97,300,300,97,43.0416068866571,43.0416068866571,13.916786226685796,3.908177905308465,4.0,-4.4443675527413e-06,0.0013879570566438502,0.040527356993863194,3.815793992912357
UDR,2705,1244,1206,255,1244,1206,255,45.988909426987064,44.58410351201479,9.426987060998151,3.520887245841035,3.0,5.812911520204795e-06,0.002337413339727929,0.02118238667978194,1.1621874982686355
UHS,2587,1135,1127,325,1135,1127,325,43.87321221492076,43.56397371472748,12.562814070351758,3.7557015848473134,3.0,0.0001998506759708058,0.0009577845962076719,0.025958336716864414,3.9790611704050156
ULTA,1713,766,709,238,766,709,238,44.71687098657326,41.38937536485698,13.89375364856976,4.027437244600117,4.0,0.0005385147980479146,0.0058451671933502924,0.034119302267976576,12.715666402548749
UNH,2621,1261,1038,322,1261,1038,322,48.11140785959557,39.6032048836322,12.285387256772225,3.7516215185043875,3.0,0.0016589409079757955,0.00991138465128357,0.024213646710694377,7.214268532668411
UNP,2655,1237,1110,308,1237,1110,308,46.591337099811675,41.80790960451977,11.60075329566855,3.7054613935969867,3.0,0.0007376510092968012,0.005336808082430064,0.021930244988382516,3.775323445548233
UPS,2513,1111,1055,347,1111,1055,347,44.21010744130521,41.98169518503781,13.808197373656983,3.9681655391961796,4.0,0.00027896118735131837,0.0015709739559486733,0.019531972463435222,3.8136218951970537
URI,2550,1146,1040,364,1146,1040,364,44.94117647058823,40.78431372549019,14.274509803921568,3.9435294117647057,4.0,0.001274185578073004,0.0073455235164734105,0.04053880188559229,10.49518182325953
USB,2620,1180,1143,297,1180,1143,297,45.038167938931295,43.62595419847328,11.335877862595419,3.6721374045801527,3.0,-0.00029177095807377256,0.002068130190905744,0.024121100216053147,1.5895552204428725
V,1796,876,694,226,876,694,226,48.775055679287306,38.641425389755014,12.583518930957686,3.752783964365256,3.0,0.0016964022415648862,0.009754347800712236,0.02086461774785969,4.888557520799457
VEEV,1229,537,535,157,537,535,157,43.69406021155411,43.5313262815297,12.774613506916191,3.8763222131814485,4.0,-0.0005724493672661358,-0.00121034471132544,0.032292364489538344,9.176981108126771
VICI,854,381,394,79,381,394,79,44.613583138173304,46.13583138173302,9.250585480093678,3.4847775175644027,3.0,-3.3857419569471205e-05,-0.00015146677569909662,0.02057915620911759,1.0758987717482238
VLO,2747,1365,1088,294,1365,1088,294,49.690571532581,39.606843829632325,10.702584637786677,3.6865671641791047,3.0,0.002723124499296604,0.016682636064807403,0.03274360316779109,3.5934600303944717
VLTO,272,122,121,29,122,121,29,44.85294117647059,44.48529411764706,10.661764705882353,3.7720588235294117,3.0,-0.00016007433991953706,0.0008506417935529092,0.01933474042573434,3.599348461374866
VMC,2659,1158,1173,328,1158,1173,328,43.55020684467845,44.114328694998115,12.33546446032343,3.6995110943963896,3.0,-0.0004010901814725411,0.0012960306151110384,0.02631600309791698,5.068006825824878
VRSK,1573,698,653,222,698,653,222,44.37380801017164,41.51303242212333,14.113159567705022,3.8111888111888113,4.0,0.0004377691701686388,0.004039187417119972,0.018159816279473,4.796510747745067
VRSN,2572,1207,1063,302,1207,1063,302,46.92846034214619,41.32970451010887,11.741835147744945,3.6959564541213066,3.0,0.00047496316257473,0.008933992338564348,0.03250149774095621,5.347892127980474
VRT,750,377,289,84,377,289,84,50.26666666666667,38.53333333333334,11.200000000000001,3.562666666666667,3.0,0.0041894971813587634,0.004418427526114519,0.040225059174120587,5.817189922476397
VRTX,2491,1088,1048,355,1088,1048,355,43.67723805700522,42.071457246085906,14.251304696908873,3.8205539943797673,3.0,-0.0007220707561547305,0.002010096973002039,0.03959089345281017,7.560178309747489
VST,942,468,359,115,468,359,115,49.681528662420384,38.1104033970276,12.208067940552016,3.531847133757962,3.0,0.003399184313171797,0.017043481633832944,0.032197298607966586,4.072730937518782
VTR,2586,1195,1087,304,1195,1087,304,46.21036349574633,42.03402938901779,11.755607115235886,3.7436194895591646,3.0,0.0007930425253705214,0.006213454771924896,0.025212141292754855,2.202233778030354
VTRS,2480,1068,1033,379,1068,1033,379,43.064516129032256,41.65322580645161,15.28225806451613,3.9141129032258064,4.0,0.0002918386796917249,0.00220647366626437,0.029832252288897056,1.2758505394488167
VZ,2664,1203,1177,284,1203,1177,284,45.15765765765766,44.18168168168168,10.66066066066066,3.606981981981982,3.0,-0.00015335010412399102,0.0016362828728960638,0.01866317048395599,1.5343760387742422
WAB,2600,1167,1149,284,1167,1149,284,44.88461538461539,44.19230769230769,10.923076923076923,3.7253846153846153,3.0,-0.00014453041248883148,0.00320768770849565,0.027743744698634703,2.8106943565202833
WAT,2486,1120,1001,365,1120,1001,365,45.05229283990346,40.26548672566372,14.682220434432825,3.9585679806918743,4.0,0.0008125679071855929,0.006408616969039859,0.027820708548216323,7.264029768231589
WBD,2046,914,901,231,914,901,231,44.67253176930596,44.03714565004888,11.29032258064516,3.6407624633431084,3.0,9.331399312808162e-05,0.001113854956513003,0.03108357418481157,1.2690983884129075
WDAY,1339,616,556,167,616,556,167,46.00448095593727,41.52352501867065,12.471994025392084,3.7505601194921585,3.0,0.0013677409192891009,0.011589430752524079,0.03111618852050881,9.578221016615144
WDC,2630,1203,1100,327,1203,1100,327,45.74144486692015,41.825095057034225,12.433460076045627,3.767680608365019,3.0,0.000826268442338413,0.007137263138392145,0.04314935187101131,3.476381568143161
WEC,2739,1321,1166,252,1321,1166,252,48.22928075940124,42.570281124497996,9.200438116100766,3.439941584519898,3.0,0.0008122685501247917,0.0076533404313344515,0.01554594598939611,1.545403479099977
WELL,2725,1243,1157,325,1243,1157,325,45.61467889908257,42.45871559633028,11.926605504587156,3.6543119266055046,3.0,0.0004531776408716003,0.0056818088372129665,0.02091559173075305,2.491770165463133
WFC,2641,1204,1130,307,1204,1130,307,45.58879212419538,42.78682317304052,11.624384702764104,3.6376372586141614,3.0,0.00039606337214898913,0.004040409537004906,0.025004306378666092,1.8336681114772737
WM,2599,1200,1081,318,1200,1081,318,46.1716044632551,41.5929203539823,12.2354751827626,3.697191227395152,3.0,0.00032992295270454374,0.0037653273122736516,0.01827186808678272,2.461994390627203
WMB,2598,1211,1072,315,1211,1072,315,46.61277906081601,41.26250962278676,12.124711316397228,3.686682063125481,3.0,0.0008549307861721902,0.008699086368604742,0.03350159679220564,1.535324561212683
WMT,2545,1145,1057,343,1145,1057,343,44.9901768172888,41.53241650294696,13.477406679764245,3.843614931237721,4.0,0.00030886331211365387,0.002604676719338175,0.018302336962589653,1.1476105443162166
WRB,2591,1175,1100,316,1175,1100,316,45.34928598996527,42.454650714010036,12.1960632960247,3.719027402547279,3.0,0.00020184524156588977,0.0033268048100471024,0.019464813074506215,0.7275791703731481
WSM,2598,1136,1100,362,1136,1100,362,43.72594303310239,42.34026173979984,13.933795227097768,3.844495765973826,4.0,0.00035019330959971517,0.0022543866288287913,0.036024567500561835,2.680232283915829
WST,2502,1078,1072,352,1078,1072,352,43.08553157474021,42.84572342126299,14.068745003996803,3.8872901678657072,4.0,-0.00018186952209433755,0.0010762074253241778,0.02439392263812268,5.415058826584224
WTW,2390,1072,1017,301,1072,1017,301,44.853556485355654,42.55230125523013,12.594142259414227,3.720502092050209,3.0,0.0003437850937976386,0.0030019235284923086,0.020000192846846895,5.471269288499148
WY,2655,1175,1176,304,1175,1176,304,44.25612052730697,44.293785310734464,11.450094161958567,3.7020715630885124,3.0,5.797875278499105e-05,0.0012570999741912314,0.025570351640425502,1.992103312427942
WYNN,2384,1095,999,290,1095,999,290,45.93120805369127,41.90436241610738,12.164429530201343,3.7315436241610738,3.0,0.0008967361296384694,0.006253765399398513,0.03791113725391933,6.869461934392504
XEL,2690,1244,1182,264,1244,1182,264,46.2453531598513,43.940520446096656,9.814126394052044,3.472490706319703,3.0,0.00039423716693288535,0.0030409633755488965,0.017317406668794718,1.2655645293301667
XOM,2731,1250,1193,288,1250,1193,288,45.77077993409008,43.68363236909557,10.545587696814355,3.575247162211644,3.0,0.0004519762616498583,0.0022958257164965522,0.020103216115282718,2.9425530439213765
XYL,1448,681,600,167,681,600,167,47.030386740331494,41.43646408839779,11.533149171270718,3.7002762430939224,3.0,0.0010868111929331161,0.0073316519978935,0.020944744716160455,3.1110227352018285
XYZ,1048,487,438,123,487,438,123,46.469465648854964,41.79389312977099,11.736641221374047,3.724236641221374,4.0,0.000898709416944012,0.010654331813648558,0.046053602407156904,7.793527391129112
YUM,2581,1204,1063,314,1204,1063,314,46.64858581944983,41.18558698179,12.165827198760171,3.7756683456024795,3.0,0.0007303741153437925,0.006124703320957915,0.021524490621115666,2.2256141600466726
ZBH,2367,1086,961,320,1086,961,320,45.8808618504436,40.59991550485847,13.519222644697928,3.9032530629488806,4.0,0.0010397114497362706,0.007509021557277793,0.022551046214095462,3.7928635077049146
ZBRA,2526,1090,1063,373,1090,1063,373,43.151227236737924,42.082343626286615,14.766429136975457,3.983372921615202,4.0,-8.612001483358957e-05,0.0005422680977954925,0.03045474556556794,7.5764067765313765
ZTS,1290,587,548,155,587,548,155,45.50387596899225,42.480620155038764,12.015503875968992,3.7449612403100776,3.0,0.0002825607016551573,0.005219158795153557,0.020655651983333446,4.752406883441478
