Ticker,Number of Events,Positive Labels,Negative Labels,Neutral Labels,PT hits,SL hits,Vertical hits,Positive %,Negative %,Neutral %,Average Holding Days,Median Holding Days,Average Return,Median Return,Average Volatility,Average Barrier Width
DLR,2219,1046,942,231,1046,942,231,47.138350608382154,42.451554754393875,10.410094637223976,3.566922036953583,3.0,0.0007866912083024319,0.007203903918952435,0.023836811519749625,3.9647075503878115
DLTR,2453,1041,1027,385,1041,1027,385,42.4378312270689,41.867101508357116,15.695067264573993,4.010599266204648,4.0,-0.0002613232409712251,0.0005215608617662888,0.029977720507112206,2.988423964705548
DOC,2650,1164,1169,317,1164,1169,317,43.924528301886795,44.113207547169814,11.962264150943398,3.688301886792453,3.0,-0.00030550866335745286,0.002284027294365277,0.02298784713136795,1.216362625543357
DOV,2721,1232,1195,294,1232,1195,294,45.27747151782433,43.91767732451305,10.804851157662625,3.6185226019845644,3.0,0.00036584516899096906,0.0030267180469705506,0.022815277395006286,2.944815903438045
DOW,747,315,352,80,315,352,80,42.168674698795186,47.121820615796516,10.7095046854083,3.6171352074966534,3.0,-0.0011220502419900676,-0.007785708025684885,0.02922323276948718,2.645240802944074
DPZ,2056,946,818,292,946,818,292,46.01167315175097,39.78599221789883,14.202334630350194,3.877918287937743,4.0,0.00114423013213101,0.007771244021022909,0.0272418185193956,8.569563143946773
DRI,2489,1065,1041,383,1065,1041,383,42.788268380875856,41.82402571313781,15.38770590598634,3.999598232221776,4.0,-6.168445925610502e-05,0.0023993052351377704,0.02690220315891088,3.442595992298564
DTE,2717,1304,1186,227,1304,1186,227,47.99411115200589,43.65108575634891,8.354803091645197,3.4538093485461907,3.0,0.0006604200628751826,0.006039426835907427,0.01639304009943859,2.1436635858959834
DUK,2699,1260,1184,255,1260,1184,255,46.683957021118935,43.86809929603557,9.447943682845498,3.4794368284549835,3.0,0.00010161208164583312,0.0043960756730675255,0.017369542585715332,2.3659752429904817
DVA,2425,1083,956,386,1083,956,386,44.65979381443299,39.422680412371136,15.917525773195877,3.9736082474226806,4.0,0.0011166097481545476,0.005289182138464894,0.026256983333471623,2.754763821044873
DVN,2796,1281,1250,265,1281,1250,265,45.81545064377682,44.70672389127325,9.477825464949929,3.625178826895565,3.0,-0.00014429804248303413,0.0032159356361974064,0.03357545468825653,2.962000952216208
DXCM,1945,859,791,295,859,791,295,44.16452442159383,40.66838046272493,15.167095115681233,3.9408740359897174,4.0,0.001077213025269642,0.007768946649646798,0.04259723271274986,2.7073542914524067
EA,2539,1105,1117,317,1105,1117,317,43.521071287908626,43.99369830641985,12.485230405671524,3.7223316266246553,3.0,-0.0007617282173769677,0.0009670464931374147,0.030164874202492132,3.390795273031874
EBAY,2566,1180,1035,351,1180,1035,351,45.985970381917376,40.33515198752923,13.67887763055339,3.838659392049883,4.0,0.0009087031689180941,0.006411180882800247,0.031461238446028106,1.4973191203116678
ECHO,1738,715,818,205,715,818,205,41.139240506329116,47.06559263521289,11.795166858457998,3.654200230149597,3.0,-0.002055952969846853,-0.011761618973352119,0.03258187487533579,2.034935620154189
ECL,2655,1206,1140,309,1206,1140,309,45.42372881355932,42.93785310734463,11.638418079096045,3.6854990583804144,3.0,0.00043605871729910663,0.0037874784728964502,0.018798256892018698,3.7469355392986405
ED,2728,1251,1246,231,1251,1246,231,45.85777126099707,45.67448680351906,8.46774193548387,3.437683284457478,3.0,-0.00011784544195375535,0.0008063718701518545,0.015139787500025793,1.8962703734851034
EFX,2528,1124,1063,341,1124,1063,341,44.462025316455694,42.049050632911396,13.48892405063291,3.9054588607594938,4.0,0.000691197714705364,0.005032406042518441,0.023377772300036813,4.667804113891726
EG,2548,1163,1057,328,1163,1057,328,45.6436420722135,41.48351648351649,12.872841444270017,3.791208791208791,4.0,0.0005646187797518364,0.005296846843736824,0.021319397963027967,6.696245595606641
EIX,2594,1192,1131,271,1192,1131,271,45.95219737856592,43.60061680801851,10.447185813415574,3.5138781804163455,3.0,-0.0001318867415532605,0.0036459006526081495,0.02188523739609791,1.9354022448124935
EL,2505,1106,1047,352,1106,1047,352,44.15169660678643,41.796407185628745,14.05189620758483,3.9221556886227544,4.0,0.0002465302189732414,0.002334312794797148,0.025713502471994425,4.4531108939243405
ELV,2426,1131,985,310,1131,985,310,46.6199505358615,40.60181368507832,12.778235779060182,3.7444352844187963,3.0,0.0012570015445539427,0.006994205589068988,0.024493362034101265,8.3348564632745
EME,2624,1212,1074,338,1212,1074,338,46.1890243902439,40.92987804878049,12.88109756097561,3.745045731707317,3.0,0.0013483996429313686,0.008720200785898712,0.027908321547961818,5.0698619002042085
EMR,2644,1197,1140,307,1197,1140,307,45.27231467473525,43.11649016641452,11.611195158850226,3.6860816944024206,3.0,0.00019308656037436418,0.0027894514861825166,0.022529832083482304,2.5677565474746613
EOG,2786,1318,1233,235,1318,1233,235,47.307968413496056,44.25699928212491,8.435032304379037,3.557788944723618,3.0,0.0002582751870591855,0.007962674590392056,0.030764615406671712,3.6638655780782123
EQIX,2542,1115,1078,349,1115,1078,349,43.8630999213218,42.40755310778914,13.729346970889065,3.788749016522423,4.0,-0.001071418906113459,0.00321771854982393,0.039493536708547404,16.590817659374704
EQR,2739,1258,1214,267,1258,1214,267,45.92917123037605,44.322745527564805,9.748083242059145,3.4947060971157358,3.0,0.00018445581712196797,0.0027446244188213615,0.020715844045047675,2.0504023170693837
EQT,2747,1259,1208,280,1259,1208,280,45.831816527120495,43.97524572260648,10.192937750273025,3.5689843465598834,3.0,-0.00039693347595203606,0.0021402430656252995,0.029711765870273375,1.5800741055395544
ERIE,2553,1097,1172,284,1097,1172,284,42.969056012534274,45.90677634155895,11.124167645906777,3.399529964747356,3.0,-0.0004371251265507317,-0.001982161203991211,0.018900726038971506,4.993199332868527
ES,2673,1252,1132,289,1252,1132,289,46.838757949869056,42.34942012719791,10.811821922933033,3.636737747848859,3.0,0.0005486524078236316,0.005162301198367177,0.017511856683447194,1.576050497154129
ESS,2734,1293,1168,273,1293,1168,273,47.29334308705194,42.72128749085589,9.985369422092173,3.548646671543526,3.0,0.0007767563332990262,0.006756104397111766,0.019960028986048296,6.449457666776359
ETN,2648,1215,1130,303,1215,1130,303,45.883685800604226,42.6737160120846,11.442598187311178,3.716012084592145,3.0,0.0008614797001588472,0.005965379086482578,0.02397666955441677,4.185848181563052
ETR,2713,1287,1181,245,1287,1181,245,47.4382602285293,43.53114633247328,9.03059343899742,3.6137117582012532,3.0,0.0006553513090180468,0.006142805190847231,0.01839875820082735,1.5221299897077074
EVRG,2666,1251,1143,272,1251,1143,272,46.924231057764445,42.87321830457614,10.202550637659416,3.511627906976744,3.0,0.0005496097417079814,0.0059101937354221375,0.017740161687802417,1.2730584384157808
EW,2371,1054,921,396,1054,921,396,44.453816954871364,38.84436946436103,16.701813580767606,4.083509067903838,4.0,0.0015385405533650078,0.006516664653844485,0.025651743088221855,1.7402883099448143
EXC,2722,1270,1206,246,1270,1206,246,46.656869948567234,44.305657604702425,9.037472446730344,3.509184423218222,3.0,0.0004288044890461142,0.004562928242650087,0.019505919278575215,1.2325089248914114
EXE,546,255,249,42,255,249,42,46.7032967032967,45.604395604395606,7.6923076923076925,3.4249084249084247,3.0,6.33691646651067e-05,0.005724474384862764,0.02855974600339532,4.862179848504877
EXPD,2601,1188,1121,292,1188,1121,292,45.674740484429066,43.098808150711264,11.22645136485967,3.734717416378316,3.0,0.00011961999785804115,0.004349879571249687,0.02500147038169378,2.563495111888024
EXPE,1910,837,800,273,837,800,273,43.82198952879581,41.8848167539267,14.293193717277486,3.850785340314136,4.0,0.000319759301905842,0.004789380944158116,0.0339135471430768,6.144926655776391
EXR,2243,1043,978,222,1043,978,222,46.50022291573785,43.60231832367365,9.897458760588497,3.5229603209986626,3.0,8.452257879605565e-05,0.004966853449365867,0.023477537303069538,3.158672886744432
F,2643,1156,1158,329,1156,1158,329,43.7381763147938,43.81384790011351,12.447975785092698,3.687854710556186,3.0,-0.0001923585898550029,0.0007827221638655192,0.0317259781719332,0.7253948017758515
FANG,1420,678,626,116,678,626,116,47.74647887323943,44.08450704225352,8.169014084507042,3.484507042253521,3.0,0.0008075950515136033,0.009435660014668844,0.03580780961382651,6.803338760010969
FAST,2614,1149,1147,318,1149,1147,318,43.955623565416985,43.87911247130834,12.165263963274676,3.822111706197399,4.0,-0.00011868172799302715,0.000554019408016212,0.025859917519005206,0.5767394958898701
FCX,2713,1252,1170,291,1252,1170,291,46.148175451529674,43.12569111684482,10.726133431625506,3.694434205676373,3.0,0.0010448778039031602,0.008436660504881604,0.04091822070887975,2.0705598696127665
FDS,2580,1168,1070,342,1168,1070,342,45.27131782945737,41.47286821705426,13.25581395348837,3.8321705426356587,4.0,0.0004770597799183723,0.005092184752005292,0.026151481432971684,7.02756789657019
FDX,2585,1161,1082,342,1161,1082,342,44.91295938104449,41.8568665377176,13.23017408123791,3.920309477756286,4.0,0.000595906100458464,0.0032985332842402682,0.024984351837913442,5.395112563290089
FDXF,11,5,4,2,5,4,2,45.45454545454545,36.36363636363637,18.181818181818183,2.0,1.0,0.0022970248853305046,0.0,0.05705407319696476,18.724887143189093
FE,2641,1197,1143,301,1197,1143,301,45.32374100719424,43.27906096175691,11.397198031048845,3.649375236652783,3.0,0.00043420356643964126,0.003881612105029838,0.019088524704004326,1.5412223906172342
FFIV,2554,1148,1066,340,1148,1066,340,44.949099451840254,41.73844949099452,13.31245105716523,3.9706342991386063,4.0,0.0001020692003887397,0.008210116218876112,0.040705599907594286,5.686148150686027
FICO,2482,1109,990,383,1109,990,383,44.68170829975826,39.88718775181305,15.431103948428687,3.956486704270749,4.0,0.0012074497711550773,0.0074043583039812766,0.028905961911357674,17.37191736374248
FIS,2360,1047,959,354,1047,959,354,44.36440677966102,40.63559322033898,15.0,3.9148305084745765,4.0,0.0005007810002992446,0.004673963231212214,0.022683844715539327,2.5976711213765906
FISV,2534,1192,1024,318,1192,1024,318,47.04025256511444,40.4104183109708,12.54932912391476,3.7202052091554854,3.0,0.0010318239961861952,0.009062702820780186,0.022992358584033073,2.0353619563754313
FITB,2610,1188,1105,317,1188,1105,317,45.51724137931035,42.337164750957854,12.145593869731801,3.695019157088123,3.0,0.0004975367434053666,0.005337084771282669,0.02998833515914055,1.5938374076647626
FIX,2520,1146,1051,323,1146,1051,323,45.476190476190474,41.70634920634921,12.817460317460316,3.7563492063492063,3.0,0.0010299746089244923,0.009118595793556773,0.03548336813861949,7.243789349568342
FLEX,2627,1196,1122,309,1196,1122,309,45.52721735820327,42.71031594975257,11.762466692044157,3.674914350970689,3.0,0.0007506797054098583,0.004246279852406687,0.03829336444251569,1.1582590857208885
FOX,732,330,322,80,330,322,80,45.08196721311475,43.98907103825137,10.92896174863388,3.637978142076503,3.0,0.00015268849414816415,0.003979876359718379,0.025134906899956237,1.8066858001054331
FOXA,721,327,318,76,327,318,76,45.35367545076283,44.10540915395285,10.540915395284326,3.6310679611650487,3.0,0.0002031303932345259,0.004062335416719668,0.025935438316382686,1.9886574967067092
FRT,2711,1245,1182,284,1245,1182,284,45.92401327923275,43.600147547030616,10.47583917373663,3.5470306160088527,3.0,0.000357266267291615,0.004596395371223192,0.020559004422404725,3.4193960993403034
FSLR,1879,849,779,251,849,779,251,45.183608302288455,41.458222458754655,13.35816923895689,3.8217136774880256,3.0,0.0006666948723540176,0.005235609152347886,0.04614868575568711,9.598383524021273
FTNT,1574,736,620,218,736,620,218,46.75984752223634,39.39008894536214,13.850063532401524,3.898348157560356,4.0,0.002459944380978229,0.015426262936230065,0.03219348236834623,1.8841148613853163
FTV,982,432,421,129,432,421,129,43.9918533604888,42.871690427698574,13.136456211812627,3.783095723014257,3.0,0.00021837527929134126,0.0008835491764801072,0.02066091297705026,2.0090420835205722
GD,2612,1212,1106,294,1212,1106,294,46.40122511485452,42.34303215926493,11.25574272588055,3.7228177641653906,3.0,0.00047887273249684376,0.0052587688804991845,0.01993088515057782,4.591420252653169
GDDY,1076,480,454,142,480,454,142,44.60966542750929,42.193308550185876,13.197026022304833,3.806691449814126,3.5,0.000585312252500802,0.005834028372064352,0.0271812583533775,4.193702705536026
GE,2640,1180,1140,320,1180,1140,320,44.696969696969695,43.18181818181818,12.121212121212121,3.6636363636363636,3.0,0.0003007388112622645,0.0015956636952449738,0.024831872390166917,5.932283124900606
GEHC,332,145,126,61,145,126,61,43.674698795180724,37.95180722891566,18.373493975903614,4.093373493975903,4.0,0.0015437833437898475,0.004335711613091398,0.026348802551566377,4.003073223653436
GEN,2427,1070,986,371,1070,986,371,44.08735063864854,40.626287597857434,15.286361763494025,3.955088586732592,4.0,0.0012247384692002663,0.006578912621014691,0.03097747490692213,1.0918811052777833
GEV,227,118,83,26,118,83,26,51.98237885462555,36.56387665198238,11.45374449339207,3.4185022026431717,3.0,0.006677309111441631,0.03387454139533143,0.04338398654317601,43.97091727915831
GILD,2625,1223,1108,294,1223,1108,294,46.59047619047619,42.20952380952381,11.200000000000001,3.7146666666666666,3.0,0.0009677879985149252,0.005980542564899014,0.028477958901091727,2.1631673978965167
GIS,2563,1191,1081,291,1191,1081,291,46.468981662114714,42.17713616855248,11.353882169332813,3.6800624268435427,3.0,0.0005682434591470748,0.003992757303466971,0.01588640410134558,1.3683806164768904
GL,2575,1192,1092,291,1192,1092,291,46.29126213592233,42.407766990291265,11.300970873786408,3.6116504854368934,3.0,0.000888570329295254,0.00469426184985942,0.02065025773855769,2.0927125068152725
GLW,2578,1143,1105,330,1143,1105,330,44.336695112490304,42.86268425135764,12.800620636152054,3.861132660977502,4.0,-0.00041382135702688476,0.0013355930705972602,0.03560715698166922,2.1678872632299098
GM,1579,724,672,183,724,672,183,45.85180493983534,42.558581380620645,11.589613679544016,3.7346421785940467,3.0,0.0009584157839842984,0.0057084019949981265,0.02766534521657156,2.1136113719757073
GNRC,1551,677,624,250,677,624,250,43.649258542875565,40.232108317214696,16.118633139909736,3.9600257898130238,4.0,0.0005960876611807414,0.003383434801491452,0.035201757984266,8.254766977997065
GOOG,2241,1071,895,275,1071,895,275,47.791164658634536,39.937527889335115,12.271307452030342,3.8893351182507807,4.0,0.0015640725504946634,0.011551082736180019,0.023701247174995086,3.0856550759268915
GOOGL,2244,1079,894,271,1079,894,271,48.08377896613191,39.839572192513366,12.076648841354725,3.8529411764705883,4.0,0.0016526503888874753,0.011569356505623761,0.023749858598268114,3.1097653775159477
GPC,2616,1141,1150,325,1141,1150,325,43.616207951070336,43.96024464831804,12.42354740061162,3.731269113149847,3.0,8.188817308777854e-05,0.0002248214817742597,0.019389637478643047,2.9150299191136484
GPN,2448,1096,1018,334,1096,1018,334,44.771241830065364,41.58496732026144,13.643790849673202,3.9309640522875817,4.0,0.0005083010827521728,0.004227702763023481,0.026112442000154248,3.2506097994432004
GRMN,2348,994,941,413,994,941,413,42.33390119250426,40.076660988074956,17.589437819420784,4.1516183986371376,4.0,0.00017507161479215935,0.0041157854088634165,0.029846818783672475,3.5496542598462293
GS,2714,1265,1162,287,1265,1162,287,46.61016949152542,42.81503316138541,10.574797347089167,3.6562269712601325,3.0,0.00029155084944004853,0.005253506394136256,0.026353820968667535,10.81715060191159
GWW,2590,1150,1143,297,1150,1143,297,44.4015444015444,44.131274131274125,11.467181467181467,3.771814671814672,4.0,0.00012825090686088535,0.0022210351030736023,0.022306852051362267,11.321549054700842
HAL,2741,1233,1239,269,1233,1239,269,44.983582634075155,45.202480846406424,9.813936519518423,3.658518788763225,3.0,-0.00035197322511782835,-0.00028903731924323625,0.035179659022391715,1.9521929477202906
HAS,2492,1065,1061,366,1065,1061,366,42.736757624398074,42.57624398073837,14.686998394863563,3.82223113964687,3.0,-7.602949469370259e-05,0.0003328259857427515,0.025454484814813882,2.4919890186943134
HBAN,2620,1151,1183,286,1151,1183,286,43.93129770992367,45.152671755725194,10.916030534351146,3.5713740458015266,3.0,-0.0002310186141643995,0.0,0.02987662063731477,0.6769153374040987
HCA,1489,688,614,187,688,614,187,46.20550705171256,41.235728676964406,12.558764271323037,3.766286098052384,3.0,0.0010848765424428277,0.007547282410257741,0.026032666594617226,7.693178733472248
HD,2645,1248,1093,304,1248,1093,304,47.18336483931947,41.32325141776938,11.493383742911153,3.6775047258979208,3.0,0.0009597237647676278,0.007701187601049557,0.0227175227370179,5.531027882451802
HIG,2641,1222,1098,321,1222,1098,321,46.270352139341156,41.57516092389246,12.154486936766377,3.6826959485043544,3.0,0.0002907116338629523,0.006321566894454653,0.02891357075946016,2.6425895945076867
HII,1460,682,580,198,682,580,198,46.71232876712329,39.726027397260275,13.561643835616438,3.83972602739726,4.0,0.0013017017654102122,0.008763292338271675,0.0229429393433721,8.101771977175664
HLT,1298,619,563,116,619,563,116,47.68875192604006,43.37442218798151,8.936825885978427,3.4822804314329736,3.0,0.0009060587399757214,0.008296371285588258,0.021956096961792813,5.116814928026959
HON,2646,1193,1139,314,1193,1139,314,45.08692365835223,43.046107331821624,11.866969009826153,3.6825396825396823,3.0,4.430999799783349e-05,0.0035218772662215458,0.022206522170129354,3.728441957038729
HONA,4,1,2,1,1,2,1,25.0,50.0,25.0,5.0,4.5,-0.04125403449180833,-0.06317000167994398,0.12765607677506766,59.954762416238005
HOOD,465,214,196,55,214,196,55,46.02150537634409,42.1505376344086,11.827956989247312,3.8301075268817204,3.0,-0.001502024263707763,0.015362548226847152,0.06015815800598084,4.895070336240456
HPE,1033,462,434,137,462,434,137,44.72410454985479,42.0135527589545,13.262342691190707,3.717328170377541,3.0,0.0008687888406483374,0.007416531499716489,0.029020026236400057,0.932307182275652
HPQ,2568,1088,1094,386,1088,1094,386,42.36760124610592,42.601246105919,15.031152647975077,3.8878504672897196,4.0,-0.0006406529467207783,0.0005821745538534266,0.029415879363834354,1.0676258389305577
HRL,2516,1144,1056,316,1144,1056,316,45.46899841017488,41.971383147853736,12.559618441971383,3.7341017488076313,3.0,0.0004849193900764163,0.00412482955827187,0.018097562810952022,0.7952530841392789
HSIC,2595,1174,1105,316,1174,1105,316,45.24084778420038,42.58188824662813,12.177263969171484,3.704431599229287,3.0,0.0005961295642029432,0.0037358723279593774,0.02260341886635034,1.680464259739352
HST,2675,1183,1231,261,1183,1231,261,44.22429906542056,46.018691588785046,9.757009345794392,3.5861682242990653,3.0,-0.0007644033008248752,-0.0017715202003402964,0.028070691059109986,0.8076005783405457
HSY,2571,1165,1074,332,1165,1074,332,45.31310774017892,41.77362893815636,12.913263321664722,3.852975495915986,4.0,0.00040403825829400496,0.0038596275952929625,0.017607469344322314,3.2839362292795657
HUBB,2667,1230,1177,260,1230,1177,260,46.11923509561305,44.13198350206224,9.74878140232471,3.6366704161979753,3.0,0.0005396580640408115,0.0037531390506317327,0.022875486246418466,5.630927595374055
HUM,2494,1153,983,358,1153,983,358,46.23095429029671,39.41459502806736,14.354450681635928,3.926222935044106,4.0,0.001441218813549482,0.009382935195097232,0.0307680760032734,8.45874642090053
HWM,922,415,368,139,415,368,139,45.01084598698482,39.91323210412148,15.075921908893708,3.959869848156182,4.0,0.00214429480168939,0.010561006010944982,0.031040654129432223,3.287870440671602
IBKR,1924,885,837,202,885,837,202,45.997920997921,43.50311850311851,10.4989604989605,3.50987525987526,3.0,0.00034475039612019974,0.0047634101781235325,0.02673440522743226,0.8715485765956188
IBM,2563,1120,1071,372,1120,1071,372,43.69879047990636,41.78696839641046,14.514241123683183,3.925477955520874,4.0,0.0002191065293854021,0.002390902385241157,0.02051189264753983,5.463378929392171
ICE,2051,949,872,230,949,872,230,46.27011214041931,42.51584592881521,11.214041930765479,3.6489517308629935,3.0,0.00015312395712381566,0.005193084546892294,0.025909419562086155,2.6702222371211075
IDXX,2573,1214,1063,296,1214,1063,296,47.18227749708511,41.3136416634279,11.50408083948698,3.7096774193548385,3.0,0.0009292619628400165,0.008979453261978049,0.025473640031342063,8.384504478741064
IEX,2634,1195,1141,298,1195,1141,298,45.36826119969628,43.31814730447988,11.313591495823843,3.741078208048595,4.0,0.00026493738568758037,0.004048794281813776,0.021849864007393735,3.3917872303776595
IFF,2493,1077,1068,348,1077,1068,348,43.20096269554753,42.83995186522262,13.959085439229844,3.892498997192138,4.0,1.7642447694432692e-05,0.0020865079325339342,0.021601724707546417,3.2315077411461672
INCY,2591,1142,1138,311,1142,1138,311,44.07564646854497,43.921265920494015,12.00308761096102,3.7460439984561944,3.0,-0.0009301698730536807,-0.0005894624016273214,0.04581750518619428,3.458485545384034
INTC,2673,1212,1157,304,1212,1157,304,45.34231200897867,43.28469884025439,11.372989150766928,3.7759072203516646,4.0,-2.1174943764356074e-05,0.004853077857136378,0.029660661389820025,1.9898942282405856
INTU,2605,1235,1083,287,1235,1083,287,47.408829174664106,41.57389635316699,11.017274472168905,3.7447216890595008,3.0,0.0006319899711458658,0.009043481513673094,0.02807063328563298,9.203445901019647
INVH,980,462,428,90,462,428,90,47.14285714285714,43.673469387755105,9.183673469387756,3.489795918367347,3.0,0.0005076729694760626,0.004910828797316933,0.019081487320655392,1.1367898561090595
IP,2677,1223,1167,287,1223,1167,287,45.685468808367574,43.59357489727307,10.720956294359357,3.6227119910347403,3.0,0.0002873151874385902,0.004348794936642803,0.026904582446866127,1.837058851067167
IQV,1274,574,542,158,574,542,158,45.05494505494506,42.54317111459969,12.401883830455258,3.6789638932496076,3.0,0.00025468565582138455,0.002384017607010135,0.02345500322668698,7.114630820261873
IR,912,440,367,105,440,367,105,48.24561403508772,40.24122807017544,11.513157894736842,3.7291666666666665,3.0,0.0024536252419525882,0.015797771115158676,0.027981016481472408,2.793547147468105
IRM,2547,1112,1073,362,1112,1073,362,43.659206910090305,42.127993718099724,14.212799371809973,3.984687868080094,4.0,0.0003818438761836077,0.003501860561364787,0.02440097992867072,1.6986359001469107
ISRG,2414,1060,979,375,1060,979,375,43.910521955260975,40.555095277547636,15.534382767191385,3.910936205468103,4.0,-0.00038280713512371455,0.004545434889956434,0.03500618780480287,6.509098915136135
IT,2546,1116,1087,343,1116,1087,343,43.833464257659074,42.69442262372349,13.47211311861744,3.776904948939513,3.0,-0.0009715662352827663,0.001333389284260958,0.028474475898475234,5.2167657657241335
ITW,2664,1211,1185,268,1211,1185,268,45.45795795795796,44.48198198198198,10.06006006006006,3.6936936936936937,3.0,3.125474728573062e-05,0.002222427715136318,0.020028099389114495,3.8432896162256704
IVZ,2706,1198,1186,322,1198,1186,322,44.2719881744272,43.82852919438285,11.899482631189947,3.6847745750184773,3.0,0.00010332251624978917,0.003117414407815927,0.03315546683440206,1.4189543079970162
J,2598,1151,1106,341,1151,1106,341,44.30331023864511,42.57120862201694,13.125481139337952,3.834103156274057,4.0,0.00034320997256541533,0.004549229738573635,0.026840695300714583,2.6748418750313627
JBHT,2643,1256,1135,252,1256,1135,252,47.52175558077942,42.94362466893681,9.534619750283769,3.5527809307604996,3.0,0.0010574190312171532,0.009649617334861298,0.02705107655869333,3.538455258248892
JBL,2545,1164,1030,351,1164,1030,351,45.73673870333988,40.47151277013752,13.791748526522593,3.981925343811395,4.0,0.0006771923997230892,0.00821798707643821,0.03759737950117361,3.075516106305577
JCI,2540,1143,1062,335,1143,1062,335,45.0,41.811023622047244,13.188976377952756,3.8775590551181103,4.0,0.000273750422240505,0.004510633077542153,0.026960081155694014,2.7138934585178416
JKHY,2643,1229,1134,280,1229,1134,280,46.500189178963296,42.90578887627696,10.594021944759744,3.5448354143019296,3.0,0.0005635220142406473,0.0059347202925552405,0.02242757546578257,2.982388924741317
JNJ,2603,1192,1145,266,1192,1145,266,45.79331540530158,43.98770649250864,10.218978102189782,3.625816365731848,3.0,0.00021550512981737663,0.0017300190817932726,0.014683442664731918,2.889021372083545
JPM,2634,1199,1132,303,1199,1132,303,45.52012148823083,42.97646165527714,11.503416856492027,3.652619589977221,3.0,3.838251383632586e-06,0.004123181253734849,0.025662645579678643,3.742706512539956
KDP,1652,737,688,227,737,688,227,44.61259079903147,41.64648910411623,13.7409200968523,3.8692493946731235,4.0,0.0004930336806423445,0.003971908616394536,0.020221419152174656,1.6154432872555733
KEY,2601,1177,1113,311,1177,1113,311,45.25182622068436,42.79123414071511,11.956939638600538,3.6089965397923875,3.0,-0.00023154586878658187,0.0028465282835846454,0.030256067256919286,0.9533134483727207
KEYS,1161,554,458,149,554,458,149,47.71748492678725,39.44875107665805,12.833763996554696,3.8613264427217917,4.0,0.0019785537018614484,0.011265070004778305,0.024180155841181765,5.730101170274293
KHC,1063,446,475,142,446,475,142,41.95672624647225,44.68485418626529,13.358419567262464,3.8203198494825963,4.0,-0.0005815441732762668,-0.0027503784056407644,0.020414723739172556,1.7788824446718114
KIM,2767,1280,1229,258,1280,1229,258,46.25948680881821,44.41633538127937,9.324177809902421,3.5666787134080233,3.0,-0.00012373481050640897,0.0036204643650591967,0.02435129876251534,1.0145571523394936
KKR,1611,751,692,168,751,692,168,46.617008069522036,42.954686530105526,10.42830540037244,3.538795779019243,3.0,0.0006148868744295394,0.0066103916144535715,0.028558323659759202,2.5069262628800133
KLAC,2702,1247,1147,308,1247,1147,308,46.15099925980755,42.450037009622505,11.398963730569948,3.764618800888231,4.0,1.078385581958863e-05,0.0077812263385328775,0.034679963275194556,1.4384699085590253
KMB,2566,1159,1120,287,1159,1120,287,45.167575993764615,43.6477007014809,11.184723304754481,3.6063912704598597,3.0,0.00018143776049349357,0.0021132115735391825,0.015784951730753678,2.849293907156531
KMI,1556,680,714,162,680,714,162,43.70179948586118,45.88688946015424,10.411311053984576,3.5623393316195373,3.0,-0.0006597015579620098,-0.003438657329666665,0.02162570431583798,1.007697456481593
KO,2648,1209,1138,301,1209,1138,301,45.657099697885194,42.97583081570997,11.367069486404834,3.679380664652568,3.0,0.0002838292937421378,0.00245668526822261,0.015677749359992436,1.1802575281977312
KR,2533,1145,1058,330,1145,1058,330,45.20331622581919,41.76865377023293,13.028030003947888,3.778918278720884,4.0,0.0002737017050279429,0.002743508473751315,0.022742890993342212,1.1078508945433423
KVUE,300,124,129,47,124,129,47,41.333333333333336,43.0,15.666666666666668,3.9633333333333334,4.0,-0.0001931872521410267,-0.0020294238727656825,0.021895025564037864,0.8914463149743206
L,2676,1257,1100,319,1257,1100,319,46.97309417040359,41.106128550074736,11.920777279521674,3.606875934230194,3.0,0.0010652337972979213,0.00792202887867616,0.019545572863758312,1.5198076666812637
LDOS,1791,770,721,300,770,721,300,42.992741485203794,40.25683975432719,16.750418760469014,4.045784477945282,4.0,0.0006204604595374081,0.0043845108078022395,0.022548584317629745,3.263462496860373
LEN,2747,1280,1189,278,1280,1189,278,46.596286858390975,43.28358208955223,10.12013105205679,3.6337823079723335,3.0,-9.102843730998782e-05,0.007229686526330517,0.034975451258340735,2.9890837879713725
LH,2520,1170,1042,308,1170,1042,308,46.42857142857143,41.34920634920635,12.222222222222221,3.7547619047619047,3.0,0.0011746076029679115,0.006803456682155354,0.02209105998779922,4.37446345145861
LHX,2554,1157,1056,341,1157,1056,341,45.30148786217698,41.3469068128426,13.351605324980422,3.9506656225528585,4.0,0.0005780795839779966,0.004992999650924453,0.024647622980812314,4.217867358426821
LII,2638,1243,1100,295,1243,1100,295,47.11902956785444,41.69825625473844,11.182714177407128,3.6561789234268387,3.0,0.0010909886672993618,0.00838108974482525,0.02675086671435865,7.300765393879026
LIN,2638,1197,1144,297,1197,1144,297,45.37528430629265,43.36618650492798,11.258529188779379,3.6402577710386654,3.0,0.00012177654846670695,0.003713582004062555,0.020039200501574442,5.40075504144716
LITE,1053,481,443,129,481,443,129,45.67901234567901,42.07027540360874,12.250712250712251,3.7625830959164293,3.0,0.0016583025300138526,0.010080136878104872,0.04470479004749859,11.875930282120821
LLY,2597,1174,1082,341,1174,1082,341,45.20600693107431,41.66345783596457,13.13053523296111,3.7154408933384673,3.0,0.0009455046799604317,0.004922074719323022,0.021759725003040874,8.83917885990456
